Meal,Category,Area,Instructions,MealThumb,Source,Ingredients
Beef and Spinach Curry,Indian,Asian,"Heat the ghee in a large saucepan over medium heat.  Stir in the garlic and onion, and cook until softened, about 5 minutes.  Add the serrano, and continue to cook for another 3 minutes.  Season with the cloves, garam masala, coriander, chile powder, turmeric, and cumin, cook for 2 to 3 more minutes to release the flavor.; Stir in the beef and salt, cook for 3 minutes more.  Add the tomatoes, coconut milk, and spinach.  Bring to a simmer, then cover, and cook for 20 minutes, stirring occasionally.; Uncover, then stir in the lemon juice, and cook for 10 more minutes, stirring frequently, until the sauce has thickened.; ; ",https://images.media-allrecipes.com/userphotos/250x250/376238.jpg,https://www.allrecipes.com/recipe/106349/beef-and-spinach-curry/,"2 tablespoons ghee (clarified butter); 2 cloves garlic, crushed; 1 large onion, finely sliced; 2 serrano peppers, thinly sliced; 2 whole cloves, bruised; 1 teaspoon garam masala; 1 teaspoon ground coriander; 1/2 teaspoon chile powder; 1 teaspoon turmeric; 1 1/2 teaspoons ground cumin; 1 1/2 pounds beef tenderloin, cubed; 1 teaspoon salt; 1 cup chopped tomatoes; 2/3 cup coconut milk; 1 (10 ounce) bag spinach; 1 teaspoon lemon juice; "
Green Curry Tofu,Thai,Asian,"Place water in a medium saucepan, and stir in the rice. Bring to a boil. Cover, reduce heat, and simmer 20 minutes. Remove from heat, cool slightly, and fluff with a fork.; Heat the sesame oil in a separate medium saucepan over medium heat. Stir in tofu. Stirring occasionally, fry about 20 minutes, until evenly crisp and lightly browned. Season with salt.; In a small saucepan, bring the coconut milk to a boil. Mix in green curry paste. Reduce heat, and simmer 5 minutes. Drizzle generously over the tofu and rice to serve.; ; ",https://images.media-allrecipes.com/userphotos/250x250/96558.jpg,https://www.allrecipes.com/recipe/46647/green-curry-tofu/,"1 1/2 cups water; 1 cup uncooked basmati rice, rinsed and drained; 3 tablespoons sesame oil; 1 (14 ounce) package firm water-packed tofu, drained and cubed; 1/4 teaspoon salt; 1 (10 ounce) can coconut milk; 2 tablespoons green curry paste; "
Thai Chicken Spring Rolls,Wraps and Rolls,Asian,"Combine 1 cup peanut sauce, ginger, garlic, and 1 teaspoon soy sauce in a bowl. Add the chicken and mix until the chicken is coated. Place in refrigerator to marinate for 30 minutes.; Heat 1 teaspoon peanut oil in a wok or skillet over medium heat. Cook the snow peas, bean sprouts and green onion in the oil until heated but still crisp, 3 to 4 minutes. Transfer to a large bowl. Mix in the watercress and cilantro. Use a vegetable peeler to have long slices of carrot into the watercress mixture. Drizzle 1 teaspoon soy sauce into the watercress mixture; toss to coat.; Heat 1 teaspoon of oil to the wok or skillet. Cook the marinated chicken until no longer pink inside, about 10 minutes.; Fill a large bowl with hot water. Dip wrappers one at a time into the water for about 2 seconds each. As wrappers are removed from the water, fill each with 2 large spoonfuls of the chicken and a small handful of the watercress mixture. Fold in two opposite ends of the wrapper to meet the filling. Then fold the bottom of the wrapper over the top of the filling and roll. Serve with 1/2 cup peanut sauce for dipping.; ; ",https://images.media-allrecipes.com/userphotos/560x315/661622.jpg,https://www.allrecipes.com/recipe/149687/thai-chicken-spring-rolls/,"1 cup peanut sauce; 1 (1 1/2 inch) piece fresh ginger root, minced; 2 cloves garlic, minced; 1 teaspoon soy sauce; 1 pound skinless, boneless chicken breast halves - cut into 1 inch pieces; 1 teaspoon peanut oil; 6 ounces fresh snow pea pods; 12 ounces bean sprouts; 4 green onion, chopped; 1 pound watercress, chopped; 1/4 cup chopped fresh cilantro; 2 large carrots, peeled; 1 teaspoon peanut oil; 1 teaspoon soy sauce; 12 spring roll wrappers; 1/2 cup peanut sauce; "
Drumsticks with Peach and Honey,Asian,Asian,"Heat 2 teaspoons of butter in a large skillet over medium-low heat. Stir in the garlic, and cook for a minute or two until the garlic softens and mellows. Season the chicken with salt and pepper, and add to the skillet. Cook until the chicken has browned on all sides, about 15 minutes.; When the drumsticks have browned, remove, and set aside. Melt the remaining 1 teaspoon butter in the skillet, and stir in the sliced onion. Cook and stir until the onion begins to soften, about 5 minutes, then stir in the honey, soy sauce, ginger, and 1 cup of water. Return the drumsticks to the skillet, and bring to a boil over high heat. Reduce heat to medium-low, spread the lemon slices overtop, cover with a lid, and simmer until the drumsticks are tender and no longer pink at the bone, about 15 minutes.; Once the drumsticks have cooked, remove them to a serving platter and keep warm. Dissolve the cornstarch in 2 teaspoons of water, and stir into the simmering sauce. Add the peach, and cook until the sauce thickens and returns to a simmer. Pour sauce over the drumsticks to serve.; ; ",https://images.media-allrecipes.com/userphotos/560x315/3472112.jpg,https://www.allrecipes.com/recipe/162895/drumsticks-with-peach-and-honey/,"2 teaspoons butter; 1 teaspoon minced garlic; 10 chicken drumsticks; 1/2 teaspoon salt; 1/4 teaspoon ground black pepper; 1 teaspoon butter; 1/2 onion, sliced; 5 teaspoons honey; 2 teaspoons soy sauce; 1/2 teaspoon ground ginger; 1 cup water; 1 lemon, thinly sliced; 1 teaspoon cornstarch; 2 teaspoons water; 1 peach, peeled and sliced; "
Shahi Paneer,Indian,Asian,"Heat the oil in a large skillet over medium heat. Cook the onion and garlic in the hot oil until the onions are soft and golden brown, about 5 minutes. Sprinkle the cumin, coriander, turmeric, and chili powder over the onion and garlic; continue cooking until the seasonings are fragrant, about 30 seconds.; Pour the pureed tomatoes into the skillet; cook until the excess liquid evaporates and the oil separates, 3 to 5 minutes. Add the paneer, water, sugar, and salt to the mixture; stir gently so the paneer does not break apart. Cook until the paneer begins to absorb some of the liquid, about 10 minutes. Stir the cream into the mixture and simmer another 5 minutes. Garnish with cilantro to serve.; ; ",https://images.media-allrecipes.com/userphotos/560x315/4484971.jpg,https://www.allrecipes.com/recipe/212521/shahi-paneer/,"2 tablespoons cooking oil; 1 large onion, thinly sliced; 4 cloves garlic, minced; 1 teaspoon ground cumin; 1 teaspoon ground coriander; 1/2 teaspoon ground turmeric; 1/2 teaspoon Kashmiri red chili powder; 4 tomatoes, pureed; 1/2 pound paneer, cubed; 1/4 cup water; 1 teaspoon white sugar; salt to taste; 1/4 cup cream; 2 tablespoons chopped fresh cilantro; "
Quick Edamame Salad,Black Bean Salad,Asian,"Mix edamame, corn, peas, black beans, and red onion in a large bowl.; Stir olive oil, vinegar, salt, parsley, black pepper, basil, and garlic powder into edamame mixture.; Chill in refrigerator at least 30 minutes before serving.; ; ",https://images.media-allrecipes.com/userphotos/250x250/874106.jpg,https://www.allrecipes.com/recipe/221108/quick-edamame-salad/,"1 (16 ounce) package frozen shelled edamame (green soybeans), thawed; 1 (16 ounce) package frozen sweet corn, thawed; 1 (16 ounce) package frozen sweet peas, thawed; 1 (12 ounce) can black beans, drained and rinsed (optional); 1/2 red onion, minced; 1/4 cup olive oil, or to taste; 1/4 cup red wine vinegar, or to taste; 1/2 teaspoon salt; 1/2 teaspoon dried parsley; 1/4 teaspoon ground black pepper; 1/4 teaspoon dried basil; 1/4 teaspoon garlic powder; "
Miso Maple-Glazed Salmon,Asian,Asian,"Place oven rack about 6 inches from the heat source and preheat the oven's broiler.; Whisk together miso paste, seasoned rice vinegar, maple syrup, and hot chili sauce in a bowl.; Brush an oven-ready skillet with vegetable oil.; Place salmon fillets skin sides down in the cold skillet. Place over medium heat and cook until the skin starts to sizzle, 2 to 3 minutes. Remove pan from heat.; Brush each salmon fillet with miso glaze. Place skillet under the preheated broiler and cook until the salmon is just cooked through and the top is browned, about 8 minutes.; Remove each fillet from the pan, separating flesh from the skin; leave the skin in the pan.; ; ",https://images.media-allrecipes.com/userphotos/250x250/811372.jpg,https://www.allrecipes.com/recipe/220324/miso-maple-glazed-salmon/,"1 1/2 tablespoons yellow miso paste; 1 1/2 tablespoons seasoned rice vinegar; 1 1/2 tablespoons maple syrup; 1 teaspoon hot chili sauce (such as Sriracha®) (optional); 1 teaspoon vegetable oil; 2 (6 ounce) center-cut salmon fillets, with skin; "
Easy Stovetop Chicken Teriyaki in Orange Ginger Garlic Sauce,Asian,Asian,"Heat oil in a large nonstick skillet over medium-high heat, and brown the chicken breasts on both sides, about 6 minutes per side.; Whisk together the teriyaki sauce, white wine, orange marmalade, garlic, ginger, and green onions in a bowl, and pour the sauce over the chicken. Cover the skillet, reduce heat to low, and simmer until chicken is no longer pink in the middle, turning the chicken in the sauce several times as it cooks, 10 to 15 minutes. Serve hot.; ; ",https://images.media-allrecipes.com/userphotos/250x250/594299.jpg,https://www.allrecipes.com/recipe/213482/easy-stovetop-chicken-teriyaki-in-orange-ginger-garlic-sauce/,"2 tablespoons canola oil; 6 skinless, boneless chicken breast halves; 3/4 cup teriyaki sauce; 3/4 cup dry white wine; 1/2 cup orange marmalade; 2 teaspoons minced garlic; 1 teaspoon minced fresh ginger root; 4 green onions, cut into 1/2-inch pieces; "
Slow Cooker Island Beef,Beef,Asian,"Drain the pineapple juice into a slow cooker, reserving the pineapple chunks. Place the beef, onions, beef broth, 3 tablespoons red wine vinegar, garlic, seasoned salt, paprika, and black pepper into the slow cooker with the juice. Mix well, cover, and cook on Low until the beef is tender, 6 to 6 1/2 hours.; Increase the setting to High and stir in green bell pepper, red bell pepper, and brown sugar. In a small bowl, mix together the cornstarch, soy sauce, and 2 tablespoons red wine vinegar until smooth; stir the mixture into the slow cooker, blending well. Cover and cook for 1 more hour. Just before serving, lightly stir in the tomatoes and reserved pineapple chunks.; ; ",https://images.media-allrecipes.com/userphotos/250x250/443017.jpg,https://www.allrecipes.com/recipe/215295/slow-cooker-island-beef/,"1 (20 ounce) can unsweetened pineapple chunks in juice, undrained; 2 1/2 pounds cubed beef stew meat; 2 large onions, cut into wedges; 1/2 cup beef broth; 3 tablespoons red wine vinegar; 2 garlic cloves, crushed; 3/4 teaspoon seasoned salt; 3/4 teaspoon ground paprika; 1/4 teaspoon ground black pepper; 1 green bell pepper, diced; 1 red bell pepper, diced; 3 tablespoons brown sugar; 1 1/2 tablespoons cornstarch; 2 tablespoons soy sauce; 2 tablespoons red wine vinegar; 2 large tomatoes, cut into wedges; "
Filipino Beef Stir-Fry,Filipino,Asian,"Place the sliced steak in a large bowl. Sprinkle the cornstarch over the beef slices and mix to coat. Whisk the soy sauce and sugar together in a small bowl until the sugar dissolves; pour over the beef slices. Mix and marinate in the refrigerator for at least 2 hours or overnight.; Heat 3 tablespoons olive oil in a large skillet over medium heat; cook and stir the onion and garlic in the hot oil until tender, 5 to 7 minutes. Stir the oyster sauce into the onion and garlic; season with salt and pepper. Add the snow peas, green peas, carrot, celery, and red bell pepper; cook and stir until the vegetables are slightly tender, yet still crisp, 7 to 10 minutes. Remove the skillet from the heat.; Heat 2 tablespoons oil in a separate skillet. Remove the beef from the marinade, shaking off any excess moisture; discard the marinade. Fry the beef slices in the hot oil to your desired degree of doneness, 3 to 5 minutes per side for medium. Add the cooked beef to the vegetable mixture and mix well. Serve hot.; ; ",https://images.media-allrecipes.com/userphotos/560x315/399310.jpg,https://www.allrecipes.com/recipe/212910/filipino-beef-stir-fry/,"2 (1/2 pound) New York strip steaks, sliced into thin strips; 2 tablespoons cornstarch; 2 tablespoons soy sauce; 1 1/2 teaspoons white sugar; 3 tablespoons olive oil; 1 sweet onion, chopped; 2 cloves garlic, crushed; 1 tablespoon oyster sauce; salt and pepper to taste; 1 pound snow peas; 3/4 cup green peas; 1 carrot, sliced; 2 stalks celery, sliced; 1 red bell pepper, seeded and cut into chunks; 1/4 cup oil for deep frying; "
Aush (Afghani Chili),Beef Chili,Asian,"Brown ground beef in a skillet over medium heat; remove with slotted spoon to a large pot; reserving drippings in the skillet. Cook and stir the onion in the reserved drippings until golden brown; remove with slotted spoon and add to beef in the pot. Stir the tomatoes with juice, garlic, red pepper, cumin, chili powder, mint, garam masala, garbanzo beans, and spinach into the beef mixture and place the pot over low heat; simmer 3 to 6 hours.; Fill a large pot with lightly salted water and bring to a rolling boil over high heat. Once the water is boiling, stir in the fettuccini, and return to a boil. Cook the pasta uncovered, stirring occasionally, until the pasta has cooked through, but is still firm to the bite, about 8 minutes. Drain well in a colander set in the sink. Stir into the chili along with the sour cream and serve hot.; ; ",https://images.media-allrecipes.com/userphotos/560x315/484540.jpg,https://www.allrecipes.com/recipe/179627/aush-afghani-chili/,"1 pound ground beef; 1 onion, coarsely chopped; 1 (28 ounce) can diced tomatoes, with juice; 1 tablespoon minced garlic; 1 teaspoon crushed red pepper flakes; 1 1/2 tablespoons ground cumin; 2 teaspoons chili powder; 1 1/2 tablespoons dried mint; 2 tablespoons garam masala; 1 (15 ounce) can garbanzo beans (chickpeas), drained; 1 (10 ounce) box frozen chopped spinach, thawed and drained; 1 (16 ounce) package fettuccine, broken in half; 1 cup sour cream; "
Japanese-Style Cabbage Salad,No Mayo,Asian,"Whisk together sesame oil, vinegar, garlic, ginger, sugar, salt, and pepper in a small bowl until the sugar has dissolved. Toss the cabbage, green onions, almonds, and sesame seeds in a large bowl with the dressing until well coated.; ; ",https://images.media-allrecipes.com/userphotos/560x315/2632620.jpg,https://www.allrecipes.com/recipe/150135/japanese-style-cabbage-salad/,"3 tablespoons sesame oil; 3 tablespoons rice vinegar; 1 clove garlic, minced (optional); 1 teaspoon grated fresh ginger root (optional); 1 tablespoon white sugar (optional); 1 teaspoon salt; 1 teaspoon black pepper; 1/2 large head cabbage, cored and shredded; 1 bunch green onions, thinly sliced; 1 cup almond slivers; 1/4 cup toasted sesame seeds; "
Quick Pot Sticker Soup,Soup,Asian,"Heat 1 tablespoon of sesame oil in a large pot over medium heat. Stir in the chopped onion and garlic; cook and stir until the onion has softened and turned translucent, about 5 minutes. Pour in the chicken broth, green onions, and remaining sesame oil. Bring to a boil over high heat, and season to taste with salt and pepper.; Reduce the heat to medium, and add the frozen pot stickers and stir-fry vegetables. Cook until the pot stickers float, about 8 minutes.; ; ",https://images.media-allrecipes.com/userphotos/560x315/259856.jpg,https://www.allrecipes.com/recipe/166290/quick-pot-sticker-soup/,"1 tablespoon sesame oil; 1 onion, chopped; 2 cloves minced garlic; 2 (32 ounce) cartons chicken broth; 2 green onions, chopped; 1 tablespoon sesame oil; salt and pepper to taste; 1 (15 ounce) package frozen pot stickers (any filling); 1 (12 ounce) package frozen stir-fry vegetables; "
